100, 0.000060, 0.000088, 0.000048, 0.000014
200, 0.000235, 0.000180, 0.000199, 0.000028
300, 0.000341, 0.000293, 0.000433, 0.000044
400, 0.000554, 0.000393, 0.000800, 0.000057
500, 0.000833, 0.000493, 0.001208, 0.000074
600, 0.001065, 0.000577, 0.001732, 0.000088
700, 0.001466, 0.000707, 0.002396, 0.000107
800, 0.001869, 0.000773, 0.003130, 0.000124
900, 0.002371, 0.000893, 0.003938, 0.000140
1000, 0.002773, 0.000990, 0.004910, 0.000165
1100, 0.003343, 0.001217, 0.005851, 0.000171
1200, 0.003891, 0.001202, 0.006993, 0.000190
1300, 0.004566, 0.001348, 0.008270, 0.000208
1400, 0.005217, 0.001460, 0.009484, 0.000233
1500, 0.005930, 0.001477, 0.010817, 0.000243
1600, 0.007727, 0.001538, 0.012368, 0.000273
1700, 0.007436, 0.001700, 0.013906, 0.000278
1800, 0.008288, 0.001776, 0.015657, 0.000297
1900, 0.009232, 0.002112, 0.017602, 0.000325
2000, 0.010285, 0.002120, 0.019506, 0.000334
2100, 0.011219, 0.002117, 0.023299, 0.000345
2200, 0.012287, 0.002212, 0.023069, 0.000363
2300, 0.013305, 0.002406, 0.025331, 0.000386
2400, 0.014537, 0.002479, 0.027775, 0.000456
2500, 0.015651, 0.002550, 0.030524, 0.000417
2600, 0.016780, 0.002615, 0.032698, 0.000437
2700, 0.018477, 0.002830, 0.035763, 0.000464
2800, 0.019645, 0.003082, 0.038039, 0.000471
2900, 0.021017, 0.003235, 0.041000, 0.000498
3000, 0.022336, 0.003051, 0.043173, 0.000590
3100, 0.023764, 0.003296, 0.046240, 0.000540
3200, 0.025232, 0.003269, 0.049259, 0.000546
3300, 0.027038, 0.003445, 0.052002, 0.000581
3400, 0.028438, 0.003473, 0.055429, 0.000603
3500, 0.030308, 0.003642, 0.058433, 0.000611
3600, 0.031618, 0.003779, 0.062584, 0.000634
3700, 0.033677, 0.003911, 0.065992, 0.000653
3800, 0.035359, 0.003938, 0.069602, 0.000657
3900, 0.037112, 0.004006, 0.073394, 0.000678
4000, 0.039121, 0.004466, 0.077217, 0.000703
4100, 0.041886, 0.004581, 0.081106, 0.000720
4200, 0.042959, 0.004375, 0.084624, 0.000732
4300, 0.044799, 0.004541, 0.089840, 0.000756
4400, 0.047607, 0.004741, 0.093696, 0.000775
4500, 0.049426, 0.004990, 0.097313, 0.000814
4600, 0.051409, 0.004966, 0.102514, 0.000816
4700, 0.053408, 0.004921, 0.106619, 0.000855
4800, 0.055995, 0.005098, 0.110900, 0.000852
4900, 0.058305, 0.005209, 0.116045, 0.000873
5000, 0.060454, 0.005299, 0.121465, 0.000907
5100, 0.063411, 0.005746, 0.125316, 0.000930
5200, 0.066016, 0.005633, 0.131358, 0.000925
5300, 0.068550, 0.005911, 0.134989, 0.000963
5400, 0.070418, 0.005798, 0.140277, 0.000965
5500, 0.073770, 0.005906, 0.146452, 0.001005
5600, 0.077878, 0.006332, 0.151950, 0.001003
5700, 0.078226, 0.006068, 0.156749, 0.001017
5800, 0.081830, 0.006119, 0.162098, 0.001070
5900, 0.084730, 0.006893, 0.168020, 0.001101
6000, 0.086056, 0.006384, 0.172851, 0.001096
6100, 0.090092, 0.006506, 0.178527, 0.001139
6200, 0.093461, 0.006991, 0.185895, 0.001135
6300, 0.095158, 0.006738, 0.191555, 0.001178
6400, 0.098846, 0.006829, 0.197685, 0.001177
6500, 0.103031, 0.007835, 0.205272, 0.001199
6600, 0.104910, 0.007097, 0.209964, 0.001226
6700, 0.107781, 0.007208, 0.216830, 0.001269
6800, 0.111618, 0.007279, 0.222691, 0.001229
6900, 0.115202, 0.007403, 0.229197, 0.001255
7000, 0.116336, 0.007574, 0.236507, 0.001292
7100, 0.121079, 0.007692, 0.244175, 0.001300
7200, 0.124839, 0.007854, 0.250609, 0.001327
7300, 0.128496, 0.007868, 0.256999, 0.001337
7400, 0.131846, 0.008822, 0.265602, 0.001341
7500, 0.134741, 0.008305, 0.271697, 0.001380
7600, 0.137715, 0.008145, 0.278030, 0.001442
7700, 0.142833, 0.008365, 0.285618, 0.001431
7800, 0.146483, 0.008822, 0.321157, 0.001423
7900, 0.149058, 0.009298, 0.302515, 0.001440
8000, 0.153492, 0.008717, 0.306894, 0.001495
8100, 0.157692, 0.008779, 0.317298, 0.001507
8200, 0.161171, 0.008748, 0.323153, 0.001500
8300, 0.164849, 0.008962, 0.333109, 0.001531
8400, 0.168264, 0.009364, 0.340313, 0.001592
8500, 0.172078, 0.009212, 0.346800, 0.001624
8600, 0.176965, 0.009479, 0.357630, 0.001643
8700, 0.180180, 0.009546, 0.365552, 0.001615
8800, 0.185101, 0.009587, 0.373585, 0.001619
8900, 0.189259, 0.009692, 0.382897, 0.001662
9000, 0.193290, 0.009893, 0.389911, 0.001697
9100, 0.197712, 0.010100, 0.398018, 0.001673
9200, 0.202261, 0.010074, 0.406991, 0.001716
9300, 0.206470, 0.011153, 0.415290, 0.001726
9400, 0.208788, 0.010329, 0.425593, 0.001747
9500, 0.214794, 0.010416, 0.435472, 0.001767
9600, 0.219043, 0.010551, 0.445070, 0.001824
9700, 0.224559, 0.010763, 0.453026, 0.001874
9800, 0.228557, 0.012050, 0.462556, 0.001866
9900, 0.233976, 0.010958, 0.472368, 0.001915
10000, 0.237271, 0.011050, 0.480929, 0.001873
10100, 0.241361, 0.011689, 0.492300, 0.001882
10200, 0.247172, 0.011341, 0.500459, 0.001932
10300, 0.252005, 0.011580, 0.513042, 0.001951
10400, 0.258901, 0.011556, 0.521088, 0.001946
10500, 0.261189, 0.011672, 0.531255, 0.001978
10600, 0.266908, 0.011829, 0.541738, 0.002013
10700, 0.272824, 0.012354, 0.552471, 0.002031
10800, 0.278026, 0.012079, 0.563585, 0.002032
10900, 0.283251, 0.012224, 0.574324, 0.002055
11000, 0.288646, 0.012307, 0.582914, 0.002064
11100, 0.292413, 0.012356, 0.592759, 0.002118
11200, 0.297820, 0.012518, 0.601023, 0.002144
11300, 0.305438, 0.012868, 0.614640, 0.002174
11400, 0.308948, 0.012868, 0.628794, 0.002189
11500, 0.313662, 0.013447, 0.636801, 0.002184
11600, 0.318426, 0.012926, 0.648471, 0.002193
11700, 0.324375, 0.013186, 0.662142, 0.002233
11800, 0.331470, 0.013303, 0.670104, 0.002307
11900, 0.335154, 0.013278, 0.682035, 0.002296
12000, 0.340526, 0.013542, 0.695976, 0.002363
12100, 0.349584, 0.013559, 0.706597, 0.002354
12200, 0.354889, 0.013896, 0.719472, 0.002351
12300, 0.359811, 0.014058, 0.728985, 0.002323
12400, 0.365963, 0.013859, 0.743574, 0.002355
12500, 0.370130, 0.014069, 0.755401, 0.002363
12600, 0.375919, 0.014150, 0.769901, 0.002402
12700, 0.380862, 0.014436, 0.779104, 0.002423
12800, 0.388185, 0.014666, 0.791971, 0.002455
12900, 0.396568, 0.014576, 0.802469, 0.002479
13000, 0.399693, 0.014684, 0.818119, 0.002549
13100, 0.405886, 0.014910, 0.826361, 0.002514
13200, 0.414424, 0.015167, 0.840288, 0.002565
13300, 0.424245, 0.015001, 0.851627, 0.002533
13400, 0.423662, 0.015194, 0.864115, 0.002584
13500, 0.431996, 0.015297, 0.883640, 0.002646
13600, 0.440488, 0.015435, 0.890775, 0.002623
13700, 0.441374, 0.015699, 0.906927, 0.002621
13800, 0.453960, 0.015661, 0.920950, 0.002681
13900, 0.457579, 0.016186, 0.936260, 0.002674
14000, 0.463720, 0.015846, 0.950039, 0.002752
14100, 0.469840, 0.015833, 0.961410, 0.002708
14200, 0.476427, 0.015983, 0.970609, 0.002718
14300, 0.486070, 0.016349, 0.985346, 0.002852
14400, 0.491622, 0.016282, 1.002731, 0.002795
14500, 0.500605, 0.016363, 1.015799, 0.002857
14600, 0.504864, 0.016902, 1.036301, 0.002823
14700, 0.511707, 0.017184, 1.042356, 0.002860
14800, 0.516891, 0.016734, 1.055701, 0.002871
14900, 0.526152, 0.017104, 1.071767, 0.002921
15000, 0.530610, 0.017172, 1.079457, 0.002982
15100, 0.540221, 0.017214, 1.101991, 0.002989
15200, 0.549153, 0.017165, 1.115017, 0.002988
15300, 0.555472, 0.017511, 1.124733, 0.002961
15400, 0.561787, 0.017306, 1.144277, 0.002999
15500, 0.568543, 0.017510, 1.154481, 0.003044
15600, 0.570881, 0.017796, 1.173701, 0.003059
15700, 0.582860, 0.017698, 1.192072, 0.003173
15800, 0.588202, 0.017852, 1.201527, 0.003074
15900, 0.596903, 0.017967, 1.222689, 0.003114
16000, 0.604640, 0.018690, 1.232025, 0.003167
16100, 0.616409, 0.018239, 1.254387, 0.003120
16200, 0.622062, 0.020002, 1.266705, 0.003168
16300, 0.626834, 0.018409, 1.280449, 0.003195
16400, 0.635463, 0.018618, 1.302082, 0.003189
16500, 0.644533, 0.018685, 1.309342, 0.003241
16600, 0.650832, 0.018738, 1.333556, 0.003263
16700, 0.660218, 0.019024, 1.344736, 0.003273
16800, 0.672067, 0.020993, 1.368808, 0.003273
16900, 0.671288, 0.019252, 1.380839, 0.003350
17000, 0.683164, 0.019439, 1.389200, 0.003320
17100, 0.690784, 0.019825, 1.416154, 0.003389
17200, 0.705395, 0.019643, 1.422306, 0.003415
17300, 0.708593, 0.019717, 1.452497, 0.003402
17400, 0.715327, 0.019827, 1.462049, 0.003431
17500, 0.729139, 0.020071, 1.478203, 0.003484
17600, 0.736444, 0.020252, 1.498231, 0.003557
17700, 0.741435, 0.020470, 1.510544, 0.003486
17800, 0.745677, 0.020219, 1.523835, 0.003482
17900, 0.760150, 0.020422, 1.545191, 0.003520
18000, 0.765211, 0.020999, 1.565895, 0.003556
18100, 0.773891, 0.020727, 1.591504, 0.003617
18200, 0.783272, 0.020891, 1.602113, 0.003616
18300, 0.795278, 0.020931, 1.618868, 0.003641
18400, 0.803472, 0.021023, 1.638754, 0.003622
18500, 0.812945, 0.021095, 1.649203, 0.003600
18600, 0.817563, 0.021331, 1.672935, 0.003677
18700, 0.824508, 0.021699, 1.685952, 0.003655
18800, 0.836210, 0.021427, 1.705057, 0.003718
18900, 0.846538, 0.021569, 1.726524, 0.003734
19000, 0.856582, 0.022081, 1.741849, 0.003768
19100, 0.863876, 0.021821, 1.765462, 0.003834
19200, 0.870346, 0.022383, 1.775833, 0.003796
19300, 0.883459, 0.022103, 1.795956, 0.003824
19400, 0.893580, 0.022332, 1.815710, 0.003881
19500, 0.899776, 0.022310, 1.832912, 0.003957
19600, 0.907901, 0.022655, 1.854705, 0.003855
19700, 0.920769, 0.022482, 1.865343, 0.003981
19800, 0.926702, 0.022948, 1.893864, 0.003933
19900, 0.935708, 0.022819, 1.910125, 0.004027
20000, 0.940934, 0.025167, 1.930686, 0.003972
